ID_Denuncia,FechaDenuncia,HoraDenuncia,TipoRobo,ZonaHecho,NombreDenunciante,EdadDenunciante,GeneroDenunciante,DescripcionHecho,MedioPrueba,UnidadInvestigacion,EstadoCaso,SospechosoIdentificado,MontoEstimadoPerdido,ReincidenciaZona
FELCC-01623,2025-05-07,06:34:34,Robo domiciliario,Sopocachi,Marcial de Torre,38,Masculino,Natus debitis eaque rerum ex quod incidunt. Sapiente iure dolor eius inventore quis quod quia.,Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,48773,Alta
FELCC-01624,2025-05-07,16:33:34,Robo a mano armada,Centro La Paz,Irma Costa Campos,67,Femenino,Et laudantium praesentium quas commodi eos. Recusandae numquam repellat illum culpa quaerat quo. Officia inventore commodi harum consectetur voluptas quia.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,No,1010,Baja
FELCC-01625,2025-05-07,03:45:37,Robo domiciliario,Zona Sur,Hilario Rafa Rosado Quintana,55,Femenino,Voluptates pariatur ratione. Amet libero laudantium voluptatum ex. Voluptates repudiandae hic ab maxime voluptates.,Ninguno,División Cibercrimen,En investigación,Sí,42772,Alta
FELCC-01626,2025-05-07,10:24:48,Robo a comercio,Sopocachi,Soledad del Alarcón,39,Masculino,"Fuga temporibus recusandae laborum natus.
Ipsa odio in est aut. Blanditiis dolores natus aspernatur iusto nemo. Nisi ipsa recusandae tempore in.",Cámara de seguridad,División Cibercrimen,En investigación,No,10238,Alta
FELCC-01627,2025-05-07,01:19:32,Robo domiciliario,Villa El Carmen,Alcides Pastor León,42,Masculino,"Omnis ad ea ipsum. Sint nobis dolor labore molestias.
Debitis ad commodi unde placeat repellat. Est atque corrupti nulla illo voluptates.",Ninguno,División Cibercrimen,Sin pistas,No,45468,Media
FELCC-01628,2025-05-07,08:08:29,Robo a comercio,Miraflores,Nayara Carrasco Escolano,38,Femenino,"Corporis fugiat laborum ipsam. Illo quis delectus corrupti ad.
Ipsa quo at. Nihil odit quae amet.",Huella digital,Unidad de Delitos Contra la Propiedad,Sin pistas,No,28631,Baja
FELCC-01629,2025-05-07,10:58:53,Robo a mano armada,Villa El Carmen,Jose Francisco Alsina Diego,34,Masculino,"Eveniet ab voluptate labore omnis similique placeat. Doloremque nobis voluptas rem.
Nesciunt doloribus aliquam doloribus odio dolorem. Eaque ullam ut culpa.",Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,18681,Alta
FELCC-01630,2025-05-07,00:33:06,Robo a comercio,El Alto 1ra,Ariel de Méndez,34,Masculino,"Atque quis ullam. Distinctio illum expedita incidunt dolores doloremque.
Amet quod itaque beatae non iusto.",Cámara de seguridad,División Cibercrimen,Con detenido,Sí,46317,Media
FELCC-01631,2025-05-07,19:39:20,Robo a mano armada,Centro La Paz,Julián del Jurado,55,Masculino,Voluptatem ex earum occaecati. Cum animi quis soluta. Voluptatibus deserunt aspernatur libero rerum.,Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,22277,Media
FELCC-01632,2025-05-07,02:11:57,Robo domiciliario,El Alto 1ra,Ángel Valdés Águila,74,Masculino,Laboriosam nihil voluptate exercitationem officia ipsa nostrum iure. Nihil placeat a exercitationem ducimus minus. Vel dolores quaerat. Saepe ipsum veniam.,Reconocimiento visual,División Cibercrimen,En investigación,Sí,16228,Alta
FELCC-01633,2025-05-07,19:02:52,Robo domiciliario,Zona Sur,Joaquín de Hierro,52,Femenino,"Laudantium commodi laboriosam. Recusandae eaque blanditiis dignissimos hic non ipsa officia.
Consequatur impedit enim harum fugit repellendus. Id nisi corporis sit.",Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,43630,Alta
FELCC-01634,2025-05-07,18:44:40,Robo a mano armada,Zona Sur,Luisa Tenorio Guzman,36,Femenino,"Officia cumque exercitationem. Harum quod eveniet dolores saepe repellat distinctio.
Occaecati magnam neque. Suscipit pariatur id molestias. Quos debitis illo unde.",Testigos,Unidad de Robo de Vehículos,Cerrado,Sí,42994,Alta
FELCC-01635,2025-05-07,06:34:39,Robo domiciliario,El Alto 1ra,Sonia Lobo-Casas,67,Masculino,Aliquid possimus qui delectus fugit corrupti dicta. Et ipsum minima nobis minus. Veritatis commodi repellendus maiores eius eaque.,Testigos,Unidad de Robo de Vehículos,En investigación,Sí,46401,Alta
FELCC-01636,2025-05-07,13:55:50,Robo en vía pública,Centro La Paz,Toni Luz Salvador,33,Femenino,"Assumenda at asperiores eveniet quia. Ullam modi ducimus enim.
Vel sapiente exercitationem. Consequuntur amet iure magni.",Ninguno,División Cibercrimen,En investigación,No,46063,Media
FELCC-01637,2025-05-07,04:15:25,Robo de vehículo,Sopocachi,Emilia Lerma Guzmán,37,Femenino,Explicabo nostrum nostrum sed. Magnam omnis consequuntur culpa numquam ipsum accusamus.,Cámara de seguridad,Unidad de Robo de Vehículos,En investigación,No,19261,Alta
FELCC-01638,2025-05-07,13:53:51,Robo en vía pública,Sopocachi,Martin Pinilla Marti,56,Masculino,"Quisquam et perspiciatis aspernatur. Cum veniam consequatur corrupti.
Ipsam sint expedita vel architecto laboriosam sapiente. At architecto vero at illo illum.",Reconocimiento visual,División Cibercrimen,En investigación,No,19467,Baja
FELCC-01639,2025-05-07,16:41:21,Robo en vía pública,Villa El Carmen,Gustavo Esteve,40,Femenino,Quia ratione quia maiores. Quo voluptatibus perspiciatis ea itaque commodi. Facilis alias quia necessitatibus.,Huella digital,Unidad de Robo de Vehículos,Sin pistas,No,40564,Baja
FELCC-01640,2025-05-07,17:53:37,Robo domiciliario,Villa El Carmen,Teodosio Celso Baquero Sales,35,Femenino,Tenetur voluptas aut eligendi. Suscipit impedit laborum officia vero.,Reconocimiento visual,Unidad de Robo de Vehículos,Con detenido,Sí,43158,Alta
FELCC-01641,2025-05-07,17:04:56,Robo a mano armada,Miraflores,Blas Roda Bello,20,Masculino,Natus veritatis consequatur. Unde eos tempore cumque maxime ea. Aliquam molestiae assumenda quod vitae consequatur.,Huella digital,División Cibercrimen,Con detenido,No,41524,Baja
FELCC-01642,2025-05-07,14:13:16,Robo domiciliario,El Alto 1ra,María Fernanda Bastida Figueras,60,Masculino,"Sit impedit veniam. Perferendis corrupti ducimus reiciendis laudantium. Quos quidem autem consectetur sed.
Exercitationem nihil quo neque. Dolore sunt rem delectus maiores ullam.",Reconocimiento visual,División Cibercrimen,En investigación,Sí,30837,Baja
FELCC-01643,2025-05-07,11:52:32,Robo a mano armada,Sopocachi,Cándido Gordillo Valcárcel,33,Femenino,Repellendus nihil reiciendis quo harum itaque. Beatae itaque itaque ut.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,36428,Alta
FELCC-01644,2025-05-07,23:12:09,Robo a comercio,Centro La Paz,Eladio Téllez Prado,49,Femenino,Aliquid ratione minima quaerat deserunt adipisci labore optio. Debitis assumenda blanditiis reiciendis. Ut sapiente dolor ipsa illo earum.,Ninguno,Unidad de Delitos Contra la Propiedad,Sin pistas,No,38909,Media
FELCC-01645,2025-05-07,08:00:08,Robo de vehículo,El Alto 1ra,Mario Tello Botella,50,Masculino,Sunt adipisci iusto eaque maxime similique voluptate odio. Aut a at reprehenderit eius. Possimus harum tenetur neque. Doloremque ut officiis eaque.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,Sí,561,Alta
FELCC-01646,2025-05-07,21:55:46,Robo a comercio,Villa El Carmen,Matías Corbacho Caro,70,Femenino,"Quae ipsa explicabo aliquam occaecati.
Unde tempora laborum reprehenderit debitis aliquam asperiores iste.",Huella digital,Unidad de Robo de Vehículos,Derivado a fiscalía,No,45210,Baja
FELCC-01647,2025-05-07,08:25:03,Robo a mano armada,Sopocachi,Noa Fernandez Borrell,60,Femenino,"Facilis laborum voluptatem. Aut mollitia voluptate fugiat in.
Fugit earum veniam nam ea.",Ninguno,Unidad de Robo de Vehículos,Cerrado,Sí,12685,Media
FELCC-01648,2025-05-07,13:20:51,Robo en vía pública,El Alto 1ra,Herminio Armas Marin,47,Masculino,"Quam molestiae nulla voluptatibus ad.
Itaque velit sapiente voluptate doloremque. Enim nesciunt similique.",Huella digital,Unidad de Robo de Vehículos,Sin pistas,No,40274,Media
FELCC-01649,2025-05-07,23:41:34,Robo domiciliario,Zona Sur,Elisabet Rebollo-Cervera,43,Femenino,Fuga perferendis quo illo numquam. Non ea accusamus sint. Sed exercitationem molestiae a similique adipisci quam.,Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,Sí,49449,Alta
FELCC-01650,2025-05-07,03:00:04,Robo domiciliario,Miraflores,Régulo Avilés Mata,26,Femenino,Soluta dolores corporis. Laboriosam aut officia laudantium. Earum asperiores similique odio velit aperiam iusto.,Cámara de seguridad,División Cibercrimen,Sin pistas,Sí,29015,Media
FELCC-01651,2025-05-07,14:24:39,Robo en vía pública,Miraflores,Bartolomé Pla Priego,23,Femenino,Voluptatem laudantium veritatis expedita enim architecto. Velit voluptate eligendi necessitatibus.,Huella digital,División Cibercrimen,Sin pistas,Sí,24671,Alta
FELCC-01652,2025-05-07,04:02:11,Robo a mano armada,Sopocachi,Pablo Rivero Carrión,54,Femenino,Magni veniam ad natus. Facere sunt deleniti tempore voluptatum.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,7779,Alta
FELCC-01653,2025-05-07,05:19:24,Robo a comercio,Sopocachi,María Cristina Zamora Serrano,46,Femenino,Delectus ullam praesentium sapiente ratione recusandae. Assumenda quibusdam veniam optio. Iusto quam itaque dolorem vel impedit optio itaque.,Huella digital,Unidad de Robo de Vehículos,Con detenido,No,39590,Media
FELCC-01654,2025-05-07,23:06:27,Robo en vía pública,El Alto 1ra,Dionisia Andrade Sanmartín,29,Masculino,Quam rerum ex quae cupiditate blanditiis vero. Sed laudantium expedita perferendis. Optio vero atque assumenda.,Ninguno,Unidad de Delitos Contra la Propiedad,Con detenido,No,45171,Baja
FELCC-01655,2025-05-07,23:43:19,Robo a mano armada,El Alto 1ra,Celestino Domínguez Ramón,31,Femenino,Voluptatibus vitae fugit voluptatem. Adipisci sapiente dicta et veritatis. Animi consequuntur at veniam omnis aliquid ab.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,21867,Media
FELCC-01656,2025-05-07,06:08:35,Robo a mano armada,Miraflores,Florentina de Jerez,21,Femenino,Dolorem sed tenetur rerum voluptatum consequuntur reprehenderit. Magni voluptates nobis nostrum ea possimus.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,Sí,17771,Alta
FELCC-01657,2025-05-07,13:59:08,Robo a mano armada,Centro La Paz,Natividad Carvajal Torrecilla,72,Masculino,Nisi voluptas quis dolorem nam pariatur debitis. Similique voluptate magnam unde.,Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,49113,Alta
FELCC-01658,2025-05-07,21:25:00,Robo a mano armada,Centro La Paz,Pepito Mariano Villalonga Álvarez,24,Femenino,"Explicabo dolor voluptatum itaque nihil quasi voluptatibus. Magni cumque optio veniam.
Quo fuga dolorem odit beatae ea. Quo neque earum ipsum dolores expedita.",Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,Sí,30590,Media
FELCC-01659,2025-05-07,03:53:16,Robo de vehículo,Zona Sur,Amancio Tur-Goñi,21,Masculino,Totam minus omnis dolores. Quibusdam dolorem vel corporis error facilis. Ipsa repudiandae optio neque eos laborum.,Cámara de seguridad,Unidad de Robo de Vehículos,En investigación,No,18669,Alta
FELCC-01660,2025-05-07,18:18:32,Robo en vía pública,Zona Sur,José Mari Carmona Téllez,31,Masculino,Itaque sequi laboriosam numquam perferendis. Illum nulla facilis consequuntur commodi.,Huella digital,Unidad de Delitos Contra la Propiedad,Sin pistas,No,34172,Baja
FELCC-01661,2025-05-07,00:32:28,Robo a comercio,Sopocachi,Isidro Raya-Belda,23,Masculino,"Ipsa adipisci alias sed eius culpa. Incidunt id optio minus delectus. Aspernatur occaecati fugiat et veniam.
Dolorum esse nihil deserunt laudantium accusantium ipsum.",Ninguno,División Cibercrimen,En investigación,No,34822,Media
FELCC-01662,2025-05-07,21:10:37,Robo en vía pública,Centro La Paz,Bautista Cisneros Bejarano,31,Femenino,"Maiores expedita adipisci incidunt. Laborum voluptates quis mollitia possimus sit.
Sint rerum fugit tempore commodi ullam.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,25145,Media
FELCC-01663,2025-05-07,19:43:20,Robo a mano armada,El Alto 1ra,Lucía Heredia,59,Femenino,"Quibusdam voluptates fugit a. Architecto pariatur inventore suscipit eum libero.
Quasi saepe blanditiis aut. Aliquid neque ipsum sapiente.",Ninguno,División Cibercrimen,Sin pistas,Sí,49777,Alta
FELCC-01664,2025-05-07,04:45:46,Robo de vehículo,Zona Sur,Lorenzo Alba,38,Masculino,"Autem sunt id officia deserunt. Quasi expedita dolorem nesciunt sit.
Culpa nisi expedita. Laborum unde distinctio maiores.
Iure ab sit natus similique ut suscipit.",Reconocimiento visual,División Cibercrimen,Con detenido,No,12605,Media
FELCC-01665,2025-05-07,11:14:01,Robo a mano armada,Villa El Carmen,Rodrigo Saldaña Estévez,68,Femenino,"Quos dolorem excepturi eligendi quo quos.
Officia velit accusantium cum veritatis nobis numquam. Dolor nostrum a deleniti eveniet velit. Quod eius ut.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,Sí,7567,Alta
FELCC-01666,2025-05-07,15:51:26,Robo en vía pública,Villa El Carmen,Urbano Somoza-Suarez,39,Masculino,"Nostrum iusto eos a voluptas ad eum. Totam debitis cupiditate autem.
Eum reiciendis tempora numquam ratione quas. Quae modi sunt similique hic.",Ninguno,Unidad de Robo de Vehículos,En investigación,No,16684,Alta
FELCC-01667,2025-05-07,00:48:48,Robo en vía pública,Miraflores,Trinidad Mayoral-Pozo,59,Masculino,"Neque eveniet placeat amet.
Placeat provident accusamus asperiores quo. Repudiandae doloribus dicta eligendi. Quos eveniet exercitationem id iure provident voluptatum.",Ninguno,Unidad de Robo de Vehículos,Cerrado,Sí,7143,Baja
FELCC-01668,2025-05-07,00:34:10,Robo en vía pública,Centro La Paz,Valerio Lamas Carrillo,23,Femenino,Ad esse nisi ex accusamus. Eius ullam suscipit optio vel provident dignissimos.,Reconocimiento visual,Unidad de Robo de Vehículos,Con detenido,No,47302,Alta
FELCC-01669,2025-05-07,00:43:14,Robo a comercio,Villa El Carmen,Cipriano Duilio Núñez Escamilla,73,Masculino,Sequi ipsum libero quas ducimus ea. Exercitationem quisquam aliquid dolores voluptatibus nostrum repellat. Nisi illo ea quia laboriosam.,Ninguno,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,26732,Baja
FELCC-01670,2025-05-07,21:39:55,Robo en vía pública,Zona Sur,Anabel Girón Sosa,38,Femenino,"Architecto repellendus delectus enim. Quae harum magni culpa ducimus possimus veniam.
Perferendis explicabo distinctio qui asperiores molestiae molestias. Quia ducimus voluptatum.",Reconocimiento visual,División Cibercrimen,Derivado a fiscalía,Sí,39526,Media
FELCC-01671,2025-05-07,13:48:15,Robo domiciliario,Centro La Paz,Fortunato Fuertes-Morera,40,Masculino,Delectus quos rerum laborum commodi inventore. Nobis eos error sequi. Dolor libero illum eos placeat. A quod cum dolorem.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,34358,Baja
FELCC-01672,2025-05-07,16:52:12,Robo en vía pública,Centro La Paz,Zaira Pozo-Sosa,42,Masculino,"Rerum alias fugiat.
Et pariatur laboriosam magni aperiam possimus pariatur. Suscipit optio libero error earum. Minima eos eos quis.",Huella digital,Unidad de Delitos Contra la Propiedad,Sin pistas,No,11068,Baja
FELCC-01673,2025-05-07,02:09:28,Robo en vía pública,Villa El Carmen,Diego Viana-Antón,73,Masculino,Magni aliquid provident saepe. Ipsum eaque provident harum deleniti ratione.,Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,Sí,35056,Baja
FELCC-01674,2025-05-07,06:15:59,Robo de vehículo,Miraflores,Arturo Campos Abril,53,Femenino,Alias modi officiis eligendi nemo quas. Repellat ipsa pariatur neque accusantium. Sint quod repudiandae consequuntur eius quam.,Ninguno,División Cibercrimen,Derivado a fiscalía,No,25240,Media
FELCC-01675,2025-05-07,09:56:53,Robo en vía pública,El Alto 1ra,Octavia Lucas-Quintanilla,45,Masculino,Dicta fugit quaerat. Accusantium impedit libero quos eveniet.,Cámara de seguridad,División Cibercrimen,Con detenido,Sí,49382,Alta
FELCC-01676,2025-05-07,16:40:04,Robo a comercio,Centro La Paz,Marita Solera Baró,20,Masculino,"Provident recusandae ab maxime sit dicta enim officiis.
Doloribus nisi dolorum esse eius rerum.",Reconocimiento visual,División Cibercrimen,Cerrado,Sí,36445,Baja
FELCC-01677,2025-05-07,10:16:14,Robo a comercio,Centro La Paz,Casemiro Baeza Saldaña,59,Masculino,Natus numquam quibusdam fugit labore quod eveniet tempora. Animi saepe corporis sequi. Nemo dignissimos sit vel qui.,Testigos,Unidad de Robo de Vehículos,Derivado a fiscalía,No,141,Alta
FELCC-01678,2025-05-07,06:35:09,Robo a mano armada,Centro La Paz,Ale Aguirre Feijoo,37,Femenino,"Incidunt fuga et. Animi aliquid dicta vel quaerat tempora culpa nisi.
Quos commodi asperiores occaecati. Quos ipsum officiis ipsa voluptatum corrupti facere.",Reconocimiento visual,Unidad de Robo de Vehículos,Cerrado,No,6673,Media
FELCC-01679,2025-05-07,22:28:06,Robo en vía pública,Centro La Paz,Berto Llorens Sans,59,Masculino,Voluptate optio perferendis ipsa dolor totam officia facilis. Itaque quia deleniti quia corrupti alias. Necessitatibus nobis aliquid rem. Maiores architecto iure sunt voluptate.,Testigos,Unidad de Delitos Contra la Propiedad,En investigación,Sí,28504,Alta
FELCC-01680,2025-05-07,06:27:20,Robo a comercio,Sopocachi,Rubén Pedrero Murcia,61,Femenino,Voluptas odio quibusdam tempora commodi sunt. Et dignissimos quidem in commodi. Perferendis nobis quidem.,Testigos,Unidad de Robo de Vehículos,Sin pistas,No,35194,Baja
FELCC-01681,2025-05-07,11:02:13,Robo a mano armada,Zona Sur,Herberto Izquierdo Cruz,62,Femenino,"At magnam maxime.
Sed commodi non iure quos ratione libero dolores. Mollitia saepe maxime eos. Aliquam veniam voluptatibus veritatis enim.",Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,No,20713,Media
FELCC-01682,2025-05-07,17:56:48,Robo a comercio,Zona Sur,Javier Noguera-Garmendia,54,Femenino,"Quos delectus possimus aperiam deserunt assumenda. Illo at error rerum reprehenderit quos.
Voluptates id provident incidunt ea possimus non voluptas.",Reconocimiento visual,División Cibercrimen,Derivado a fiscalía,No,5158,Media
FELCC-01683,2025-05-07,02:40:15,Robo a comercio,Centro La Paz,Paloma Beltrán Grande,38,Femenino,Nihil minus laborum vitae. Fuga rerum perferendis omnis tempore omnis fuga cupiditate. Temporibus eveniet sequi quaerat nam consequuntur.,Testigos,Unidad de Robo de Vehículos,Cerrado,Sí,40993,Media
FELCC-01684,2025-05-07,05:06:21,Robo a comercio,Sopocachi,Sancho de Acedo,51,Femenino,Dolorum enim natus iusto. Repellat quia maiores voluptates esse eum repudiandae natus. Quidem possimus quibusdam praesentium voluptatem.,Ninguno,División Cibercrimen,En investigación,No,18077,Alta
FELCC-01685,2025-05-07,15:54:03,Robo domiciliario,Zona Sur,Pepito de Arribas,22,Masculino,Corrupti laborum minus. Tenetur deserunt nemo consequuntur. Quibusdam molestias cumque nostrum non doloribus. Corporis impedit eius culpa.,Cámara de seguridad,División Cibercrimen,Sin pistas,No,28339,Media
FELCC-01686,2025-05-07,08:44:05,Robo domiciliario,Miraflores,Ale del Palacio,26,Femenino,Reprehenderit nulla culpa consequatur dolore. Tempora odio deleniti consequuntur labore dignissimos. Temporibus nam est et aperiam quis.,Reconocimiento visual,División Cibercrimen,Con detenido,Sí,2158,Alta
FELCC-01687,2025-05-07,23:48:19,Robo a mano armada,Villa El Carmen,Daniel Serrano Izaguirre,56,Femenino,Delectus voluptates ipsum dicta odit. Earum autem qui.,Reconocimiento visual,División Cibercrimen,Con detenido,No,4851,Alta
FELCC-01688,2025-05-07,07:32:54,Robo a comercio,El Alto 1ra,Jerónimo Millán-Bilbao,47,Masculino,Incidunt cum facere maiores. Dolor nam perferendis ut molestias enim. Mollitia sit cum quae earum minus beatae eos.,Testigos,División Cibercrimen,Con detenido,Sí,35559,Alta
FELCC-01689,2025-05-07,07:24:06,Robo en vía pública,Villa El Carmen,Bibiana García,23,Masculino,"Eius tempora ab magni voluptatibus unde optio. Laudantium incidunt at qui pariatur aliquam similique.
Natus voluptatem quo dicta ea totam.",Testigos,División Cibercrimen,Con detenido,No,6560,Media
FELCC-01690,2025-05-07,12:38:31,Robo de vehículo,Villa El Carmen,Bernabé Aguirre Jaume,48,Masculino,Occaecati tenetur sapiente amet similique eos. Deserunt asperiores laborum totam. Incidunt possimus tempore eligendi blanditiis neque aut.,Reconocimiento visual,Unidad de Robo de Vehículos,Cerrado,No,49460,Baja
FELCC-01691,2025-05-07,17:08:09,Robo domiciliario,Zona Sur,Eladio Andrés,21,Masculino,Ipsum quasi praesentium fugit eos explicabo. Hic maxime esse alias laboriosam illum.,Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,1271,Alta
FELCC-01692,2025-05-07,19:21:46,Robo a comercio,Zona Sur,Jonatan Blasco Pujol,67,Masculino,Aperiam rerum commodi nam autem rem ipsa iure. Incidunt nulla aliquam eveniet voluptatum. Molestiae quaerat animi quaerat maxime excepturi.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,Sí,23142,Media
FELCC-01693,2025-05-07,08:09:10,Robo de vehículo,Zona Sur,Régulo Rocamora Domingo,32,Femenino,Quas sequi distinctio optio. Rerum fugit esse nostrum.,Cámara de seguridad,División Cibercrimen,Cerrado,No,4140,Alta
FELCC-01694,2025-05-07,09:14:23,Robo a mano armada,Villa El Carmen,Lorenza Álamo Castelló,18,Femenino,Maxime hic praesentium debitis necessitatibus. Recusandae eos eius recusandae velit in voluptatem incidunt. Deleniti blanditiis accusantium odit quasi ullam.,Cámara de seguridad,División Cibercrimen,Con detenido,Sí,31951,Alta
FELCC-01695,2025-05-07,05:57:09,Robo a comercio,Miraflores,Paula Escribano Valle,39,Masculino,Accusamus ullam ipsa qui suscipit quis totam adipisci. Ullam vero voluptates veniam amet molestiae. Esse illum libero consequatur dignissimos.,Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,Sí,15959,Media
FELCC-01696,2025-05-07,08:18:08,Robo en vía pública,Miraflores,Quirino Mendez Benitez,72,Masculino,"Laborum quae nihil tempore inventore distinctio nam. Illum libero corporis ut ducimus magnam.
Occaecati praesentium beatae nisi vero ab esse. Ut est rem omnis doloribus.",Ninguno,División Cibercrimen,Sin pistas,No,13146,Media
FELCC-01697,2025-05-07,11:37:32,Robo a mano armada,Centro La Paz,Anunciación Estrada Cazorla,43,Femenino,"Dolores ipsa possimus deserunt. Deserunt exercitationem eveniet eius dicta reiciendis atque.
Et voluptas quas ipsam. In facere tempora cupiditate voluptates et doloremque.",Testigos,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,22080,Baja
FELCC-01698,2025-05-07,17:23:43,Robo en vía pública,Miraflores,Nacho Ildefonso Olivares Sevillano,23,Femenino,Delectus voluptatum ipsa consequatur consectetur. Dolor quos quos. Quia quam rerum mollitia. Ad culpa placeat aperiam sit.,Reconocimiento visual,División Cibercrimen,Cerrado,No,47109,Media
FELCC-01699,2025-05-07,15:59:50,Robo de vehículo,Centro La Paz,Hugo Catalá Catalán,45,Masculino,Quam mollitia alias. Debitis minima quam in. Quibusdam natus magnam blanditiis vitae non iste.,Testigos,División Cibercrimen,Sin pistas,Sí,41655,Alta
FELCC-01700,2025-05-07,19:25:12,Robo domiciliario,Centro La Paz,Jacinta Jordán Camino,60,Masculino,Laborum voluptatem aliquid id itaque. Molestias nemo cumque vero iste laborum.,Ninguno,División Cibercrimen,Cerrado,Sí,2710,Media
FELCC-01701,2025-05-07,00:27:29,Robo a mano armada,El Alto 1ra,Abril Bautista-Company,22,Femenino,In sit eaque nisi. Ex harum id consequatur ipsam iure. Reprehenderit dolor excepturi.,Ninguno,División Cibercrimen,Sin pistas,No,12965,Media
FELCC-01702,2025-05-07,15:37:43,Robo a mano armada,Centro La Paz,Macario Lledó-Bermudez,61,Femenino,Cum repellendus natus velit incidunt. Blanditiis cum rerum quasi.,Reconocimiento visual,División Cibercrimen,Derivado a fiscalía,Sí,23722,Alta
FELCC-01703,2025-05-07,21:09:38,Robo a comercio,El Alto 1ra,Feliciana del Becerra,28,Masculino,Ipsa laudantium corrupti quaerat. Eaque dolore repellendus veniam explicabo. Sapiente fuga laudantium.,Reconocimiento visual,División Cibercrimen,Sin pistas,No,35726,Alta
FELCC-01704,2025-05-07,21:16:09,Robo en vía pública,Centro La Paz,Griselda Brunilda Gisbert Carballo,29,Femenino,Eos provident officia illo. Illo suscipit eum saepe aspernatur. Quam hic velit eum ipsa delectus.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,No,34239,Baja
FELCC-01705,2025-05-07,10:06:29,Robo en vía pública,Villa El Carmen,Florencio Arjona-Herranz,56,Femenino,Laborum aut fuga ducimus in pariatur doloribus. Similique eius culpa neque libero quos atque quo. Occaecati cupiditate libero voluptatum.,Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,No,29096,Media
FELCC-01706,2025-05-07,17:48:03,Robo a mano armada,Miraflores,Mayte Dafne Sotelo Franch,33,Femenino,Ipsum aspernatur facere reiciendis eum iste aliquam. Laudantium nemo eos. Similique aut minima id aspernatur incidunt fuga.,Cámara de seguridad,Unidad de Robo de Vehículos,Sin pistas,Sí,34729,Media
FELCC-01707,2025-05-07,18:27:57,Robo a comercio,Sopocachi,María Fernanda Gomis Pagès,57,Femenino,Quod voluptatem placeat fuga facere atque nostrum natus. Possimus voluptatibus aspernatur nesciunt. Dolore perspiciatis explicabo vitae fugit autem.,Reconocimiento visual,Unidad de Robo de Vehículos,Derivado a fiscalía,No,7464,Alta
FELCC-01708,2025-05-07,06:50:35,Robo de vehículo,Centro La Paz,Xiomara Valderrama Córdoba,74,Femenino,Praesentium laborum repudiandae eligendi atque nostrum corrupti.,Cámara de seguridad,Unidad de Robo de Vehículos,Sin pistas,Sí,38491,Alta
FELCC-01709,2025-05-07,14:48:48,Robo a comercio,Miraflores,Amparo Joaquina Azorin Benet,69,Masculino,Quam cum culpa expedita dicta. Repellendus cumque cupiditate perspiciatis.,Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,18657,Baja
FELCC-01710,2025-05-07,09:13:30,Robo a mano armada,El Alto 1ra,Angelita de Sandoval,44,Masculino,"Quas ducimus repudiandae eius officiis. Et possimus dolores facere.
Harum dignissimos est laborum. Consequatur odit pariatur soluta. Sequi commodi quo accusamus exercitationem.",Ninguno,División Cibercrimen,Sin pistas,Sí,12961,Media
FELCC-01711,2025-05-07,20:16:49,Robo de vehículo,Centro La Paz,Jose Miguel Barrio Calderón,56,Femenino,Voluptatum eius libero tempore odio nobis. Eaque esse magnam. Molestias labore velit saepe.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,34195,Media
FELCC-01712,2025-05-07,17:03:10,Robo de vehículo,Miraflores,Jeremías Álamo Huertas,50,Masculino,Voluptas quos hic magni. Quia earum eveniet doloribus quas voluptatum delectus facere. Ullam quam explicabo ratione nostrum qui molestiae dolorem.,Ninguno,División Cibercrimen,Con detenido,No,11647,Alta
